Basis,Shrinkwrap,adjustments,brow_center_DN,brow_center_UP,brow_inner_DN.L,brow_inner_DN.R,brow_inner_UP.L,brow_inner_UP.R,brow_outer_DN.L,brow_outer_DN.R,brow_outer_UP.L,brow_outer_up.R,eye-blink.LO.L,eye-blink.LO.R,eye-blink.UP.L,eye-blink.UP.R,eye-flare.LO.L,eye-flare.LO.R,eye-flare.UP.L,eye-flare.UP.R,eyes-look.dn,eyes-look.up,jaw,lip-DN.C.DN,lip-DN.C.UP,lip-DN.L.DN,lip-DN.L.UP,lip-DN.R.DN,lip-DN.R.UP,lip-JAW.DN,lip-UP.C.DN,lip-UP.C.UP,lip-UP.L.DN,lip-UP.L.UP,lip-UP.R.DN,lip-UP.R.UP,lips-frown.L,lips-frown.R,lips-narrow.L,lips-narrow.R,lips-smile.L,lips-smile.R,lips-wide.L,lips-wide.R,sneer.L,sneer.R,wince.L,wince.R
0.0,1.0,1.0,0.0,0.006504356861114502,0.0,0.0,0.009900331497192383,0.009900331497192383,0.0,0.0,0.0,0.0,0.0,0.0,0.03208880499005318,0.03208284452557564,0.05622529610991478,0.05748146399855614,0.0,0.0,0.0,0.0,0.0,0.0,0.0006526708602905273,0.0,0.0009126961231231689,0.0,0.0011786818504333496,0.0,0.0,0.0004172325134277344,0.0,0.0035330653190612793,0.0,0.0004172325134277344,0.0,0.0,0.0,0.0,0.0011362135410308838,0.0015567988157272339,0.0,0.0,0.0,0.0,0.0008001923561096191,0.0006705522537231445
0.0,1.0,1.0,0.0,0.016504526138305664,0.0,0.0,0.011706352233886719,0.015078485012054443,0.0,0.0,0.0049620866775512695,0.002434849739074707,0.0,0.0,0.022091614082455635,0.022082673385739326,0.05274736508727074,0.05533718317747116,0.0,0.0,0.0,0.0,0.0,0.0,0.0006526708602905273,0.0,0.0009126961231231689,0.0,0.0011786818504333496,0.0,0.0,0.0004172325134277344,0.0,0.0035330653190612793,0.0,0.0004172325134277344,0.0,0.0,0.0,0.0,0.0011362135410308838,0.0015579164028167725,0.0,0.0,0.00667572021484375,0.004728138446807861,0.004272162914276123,0.004328787326812744
0.0,1.0,1.0,0.0,0.026504695415496826,0.0,0.0,0.013509392738342285,0.020256638526916504,0.0,0.0,0.009924173355102539,0.004869699478149414,0.0,0.0,0.012091503478586674,0.012082504108548164,0.0492679588496685,0.05318247899413109,0.0,0.0,0.0,0.0,0.0,0.0,0.0006526708602905273,0.0,0.0009126961231231689,0.0,0.0011801719665527344,0.0,0.0,0.0004202127456665039,0.0,0.0035300850868225098,0.0,0.0004202127456665039,0.0,0.0,0.0,0.0,0.0011363998055458069,0.0015575438737869263,0.0,0.0,0.01357346773147583,0.009620189666748047,0.00784844160079956,0.008015334606170654
0.0,1.0,1.0,0.0,0.03650635480880737,0.0,0.0,0.01531839370727539,0.025434792041778564,0.0,0.0,0.014889240264892578,0.007304549217224121,0.0,0.0,0.0020882952958345413,0.0020793545991182327,0.045791544020175934,0.051033731549978256,0.0,0.0,0.0,0.0,0.0,0.0,0.0006511807441711426,0.0,0.0009126961231231689,0.0,0.0011786818504333496,0.0,0.0,0.0004172325134277344,0.0,0.003536045551300049,0.0,0.0004172325134277344,0.0,0.0,0.0,0.0,0.0011358410120010376,0.0015577301383018494,0.0,0.0,0.020681321620941162,0.014668703079223633,0.011539459228515625,0.011737644672393799
0.0,1.0,1.0,0.0,0.046503543853759766,0.0,0.0,0.017127394676208496,0.030612945556640625,0.0,0.0,0.019848346710205078,0.009736418724060059,0.0,0.0,0.0,0.0,0.04231064021587372,0.04888198897242546,0.007913364097476006,0.00791324581950903,0.0,0.0,0.0,0.0,0.0006526708602905273,0.0,0.0009141862392425537,0.0,0.00117570161819458,0.0,0.0,0.0004172325134277344,0.0,0.003536045551300049,0.0,0.0004172325134277344,0.0,0.0,0.0,0.0,0.00113658607006073,0.0015584751963615417,0.0,0.0,0.027999281883239746,0.019863247871398926,0.015330314636230469,0.015489757061004639
0.0,1.0,1.0,0.0,0.05650520324707031,0.0,0.0,0.018931925296783447,0.035794079303741455,0.0,0.0,0.024808943271636963,0.012174248695373535,0.0,0.0,0.0,0.0,0.03883570060133934,0.04673027619719505,0.017913533374667168,0.01792098395526409,0.0,0.0,0.0,0.0,0.0006526708602905273,0.0,0.0009119510650634766,0.0,0.0011771917343139648,0.0,0.0,0.0004172325134277344,0.0,0.0035330653190612793,0.0,0.0004172325134277344,0.0,0.0,0.0,0.0,0.0011354684829711914,0.0015567988157272339,0.0,0.0,0.03552436828613281,0.02521127462387085,0.019231438636779785,0.019274652004241943
0.0,1.0,1.0,0.0,0.06650537252426147,0.0,0.0,0.020737946033477783,0.040969252586364746,0.0,0.0,0.029774010181427002,0.014609098434448242,0.0,0.0,0.0,0.0,0.03535621985793114,0.04457556828856468,0.02790774218738079,0.0279166828840971,0.0,0.0,0.0,0.0,0.0006526708602905273,0.0,0.0009119510650634766,0.0,0.0011786818504333496,0.0,0.0,0.0004172325134277344,0.0,0.0035330653190612793,0.0,0.00041425228118896484,0.0,0.0,0.0,0.0,0.0011360272765159607,0.0015573576092720032,0.0,0.0,0.043241679668426514,0.030703842639923096,0.02322942018508911,0.023080408573150635
0.0,1.0,1.0,0.0,0.07650256156921387,0.0,0.0,0.022548437118530273,0.04614889621734619,0.0,0.0,0.03473609685897827,0.01704692840576172,0.0,0.0,0.0,0.0,0.031873900443315506,0.04242686927318573,0.03791387006640434,0.03791217505931854,0.0,0.0,0.0,0.0,0.0006541609764099121,0.0,0.0009126961231231689,0.0,0.0011771917343139648,0.0,0.0,0.0004172325134277344,0.0,0.0035330653190612793,0.0,0.0004202127456665039,0.0,0.0,0.0,0.0,0.0011354684829711914,0.0015582889318466187,0.0,0.0,0.05115866661071777,0.036340951919555664,0.027330219745635986,0.02692490816116333
0.0,1.0,1.0,0.0,0.08650720119476318,0.0,0.0,0.024349987506866455,0.05132406949996948,0.0,0.0,0.03969818353652954,0.019478797912597656,0.0,0.0,0.0,0.0,0.028401803225278854,0.04027509316802025,0.047911059111356735,0.047917019575834274,0.0,0.0,0.0,0.0,0.0006511807441711426,0.0,0.0009141862392425537,0.0,0.0011801719665527344,0.0,0.0,0.0004202127456665039,0.0,0.0035330653190612793,0.0,0.0004172325134277344,0.0,0.0,0.0,0.0,0.001134537160396576,0.0015573576092720032,0.0,0.0,0.059260427951812744,0.04211217164993286,0.03152042627334595,0.03079622983932495
0.0,1.0,1.0,0.0,0.0965014100074768,0.0,0.0,0.026157498359680176,0.05650371313095093,0.0,0.0,0.044661760330200195,0.021916627883911133,0.0,0.0,0.0,0.0,0.024922529235482216,0.03812333568930626,0.05790947377681732,0.05791420862078667,0.0,0.0,0.0,0.0,0.0006511807441711426,0.0,0.0009126961231231689,0.0,0.0011786818504333496,0.0,0.0,0.0004202127456665039,0.0,0.003534555435180664,0.0,0.0004172325134277344,0.0,0.0,0.0,0.0,0.0011341646313667297,0.001558847725391388,0.0,0.0,0.06753355264663696,0.04800856113433838,0.035800039768218994,0.03468841314315796
