Basis,Shrinkwrap,adjustments,brow_center_DN,brow_center_UP,brow_inner_DN.L,brow_inner_DN.R,brow_inner_UP.L,brow_inner_UP.R,brow_outer_DN.L,brow_outer_DN.R,brow_outer_UP.L,brow_outer_up.R,eye-blink.LO.L,eye-blink.LO.R,eye-blink.UP.L,eye-blink.UP.R,eye-flare.LO.L,eye-flare.LO.R,eye-flare.UP.L,eye-flare.UP.R,eyes-look.dn,eyes-look.up,jaw,lip-DN.C.DN,lip-DN.C.UP,lip-DN.L.DN,lip-DN.L.UP,lip-DN.R.DN,lip-JAW.DN,lip-UP.C.DN,lip-UP.C.UP,lip-UP.L.DN,lip-UP.L.UP,lip-UP.R.DN,lip-UP.R.UP,lip.DN.R.UP,lips-frown.L,lips-frown.R,lips-narrow.L,lips-narrow.R,lips-smile.L,lips-smile.R,lips-wide.L,lips-wide.R,sneer.L,sneer.R,wince.L,wince.R
0,0,1,0.3108396828,0,0,0,0,0.0099003315,0,0,0,0,0.1760783643,0.1760807931,0.1874675751,0.1874628216,0,0,0,0,0.4719998837,0.2553936839,0.7782557146,0.0190533698,0,0,0.0455953181,0.0246785581,0,0.2207547277,0,0.065433979,0,0.2163842171,0,0,0.1066755503,0.0079873949,0,0,0.0035658479,0.0240713358,0.145886302,0.0605243556,0.0740990043,0.0826105475,0.0953778625,0.0553995371
0,0,1,0.3091498911,0,0,0,0,0.0098988414,0,0,0,0,0.1743317842,0.1743370742,0.1838285178,0.1838128865,0,0,0,0,0.4719998837,0.2552198172,0.7502170101,0.0231318176,0,0,0.0447429717,0.0224940479,0,0.2147897929,0,0.0592842698,0,0.2095147818,0,0,0.1081105322,0.0080816448,0,0,0.0035665929,0.0278174877,0.1533133388,0.0634732619,0.0726342201,0.0809744,0.0938549638,0.0540301204
0,0,1,0.3073051274,0,0,0,0,0.0099033117,0,0,0,0,0.1724226922,0.1724308133,0.1805012673,0.180488497,0,0,0,0,0.4719998837,0.2550278306,0.7219447048,0.0275552273,0,0,0.0438638031,0.0204123557,0,0.2083211988,0,0.0532284379,0,0.202062726,0,0,0.1095190644,0.0081744045,0,0,0.0035654753,0.0318825245,0.1604088396,0.0663885474,0.071169436,0.0793501735,0.0923171639,0.0526741147
0,0,1,0.3052949607,0,0,0,0,0.0099018216,0,0,0,0,0.1703658849,0.1703686118,0.1774894595,0.1774814725,0,0,0,0,0.4719998837,0.2548176646,0.6934970657,0.0323072076,0,0,0.0429548323,0.0184319913,0,0.2013683319,0,0.0472635031,0,0.1940593123,0,0,0.1108974218,0.0082656741,0,0,0.0035671517,0.036251545,0.1671569347,0.0692644343,0.0697135925,0.0777244568,0.0907614827,0.0513330102
0,0,1,0.3031253517,0,0,0,0,0.0098988414,0,0,0,0,0.1681648493,0.1681693792,0.1748008281,0.1747923791,0,0,0,0,0.4719998837,0.2545896769,0.6649380539,0.0373631716,0,0,0.0420190394,0.0165581703,0,0.1939684153,0,0.0414162874,0,0.1855403185,0,0,0.1122433692,0.0083528459,0,0,0.0035651028,0.0408947468,0.1735433489,0.0720953345,0.0682681799,0.0761136413,0.0891983509,0.0500023365
0,0,1,0.3007992804,0,0,0,0,0.0099003315,0,0,0,0,0.165836975,0.1658388078,0.1723387092,0.1723281592,0,0,0,0,0.4719998837,0.2543439269,0.6363362063,0.0427030027,0,0,0.0410601497,0.0147894025,0,0.1861602068,0,0.0356867909,0,0.1765444875,0,0,0.1135565341,0.0084385276,0,0,0.0035652891,0.0458046794,0.1795556694,0.0748758689,0.0668242574,0.0744998455,0.0876203179,0.0486910343
0,0,1,0.2983092964,0,0,0,0,0.0099003315,0,0,0,0,0.1633842885,0.1633884758,0.1700085104,0.1699964106,0,0,0,0,0.4719998837,0.25408113,0.6077646897,0.0482968986,0,0,0.0400722027,0.013127923,0,0.1779764891,0,0.0300973654,0,0.1671224833,0,0,0.1148346812,0.0085219741,0,0,0.0035656616,0.0509429723,0.1851826906,0.0776007995,0.0653907657,0.0729039311,0.086030364,0.0473976135
0,0,1,0.2956658304,0,0,0,0,0.0099018216,0,0,0,0,0.1608259678,0.1608291566,0.1678043455,0.1677996665,0,0,0,0,0.4719998837,0.253801465,0.5793004485,0.0541143119,0,0,0.0390611589,0.0115759671,0,0.1694649458,0,0.024650991,0,0.1573204994,0,0,0.1160755754,0.0086024404,0,0,0.0035662204,0.0562909991,0.1904149503,0.0802651793,0.0639662147,0.071310997,0.0844269991,0.0461116433
0,0,1,0.2928688824,0,0,0,0,0.0099018216,0,0,0,0,0.158170715,0.1581798941,0.1657375693,0.1657308489,0,0,0,0,0.4719998837,0.253505826,0.5510238329,0.0601232052,0,0,0.0380322337,0.0101305544,0,0.1606732607,0,0.0193566084,0,0.1471996307,0,0,0.1172795892,0.0086795539,0,0,0.0035671517,0.0618118793,0.1952445656,0.0828642547,0.0625446439,0.069732964,0.0828161836,0.0448435545
0,0,1,0.2899154723,0,0,0,0,0.0099018216,0,0,0,0,0.1554425955,0.1554458141,0.1638002694,0.163795054,0,0,0,0,0.4719998837,0.2531947494,0.5230170557,0.0662885606,0,0,0.0369846821,0.0087916851,0,0.1516565681,0,0.0142291188,0,0.1368075609,0,0,0.1184426248,0.0087551773,0,0,0.0035662204,0.0674784184,0.1996646672,0.0853935406,0.061134994,0.0681594014,0.0811994076,0.0435933471
0,0,1,0.2868101001,0,0,0,0,0.0099033117,0,0,0,0,0.1526482105,0.1526499391,0.1619910449,0.1619828492,0,0,0,0,0.4719998837,0.2528689504,0.4953637661,0.0725731254,0,0,0.0359192491,0.0075571239,0,0.1424595714,0,0.0092715025,0,0.126221776,0,0,0.1195665449,0.0088274479,0,0,0.0035667792,0.0732529908,0.2036699504,0.0878487974,0.0597372651,0.0665977597,0.0795722008,0.0423565507
0,0,1,0.283549726,0,0,0,0,0.0098988414,0,0,0,0,0.1498099864,0.1498102248,0.1603212804,0.1603145897,0,0,0,0,0.4719998837,0.2525296807,0.4681477199,0.0789396465,0,0,0.034840405,0.0064246356,0,0.1331448555,0,0.0044956803,0,0.1154959202,0,0,0.120646134,0.0088971108,0,0,0.003564544,0.0791035593,0.2072564214,0.0902260765,0.0583410263,0.065048039,0.0779375434,0.0411376357
0,0,1,0.2801507711,0,0,0,0,0.0099003315,0,0,0,0,0.1469427347,0.1469418705,0.1587772667,0.1587691307,0,0,0,0,0.4719998837,0.2521778345,0.4414514224,0.0853441656,0,0,0.033750385,0.0053972006,0,0.1237794757,0,0,0,0.1047104597,0,0,0.1216828823,0.0089645386,0,0,0.0035658479,0.0849898905,0.2104210556,0.09252166,0.0569596887,0.063508749,0.0762969255,0.039935112
0,0,1,0.2766028047,0,0,0,0,0.0098988414,0,0,0,0,0.1440540105,0.1440590769,0.1573609114,0.1573490649,0,0,0,0,0.4719998837,0.2518145442,0.4153555961,0.0917494297,0,0,0.0326491892,0.0044621527,0,0.1144066453,0,0,0.0044852495,0.0939145684,0,0,0.1226790249,0.0090271235,0,0,0.0035669655,0.0908747315,0.2131617963,0.0947320834,0.0555843115,0.0619739294,0.0746503472,0.0387459993
0,0,1,0.2729073167,0,0,0,0,0.0099003315,0,0,0,0,0.1411682218,0.1411766559,0.1560665965,0.1560560614,0,0,0,0,0.4719998837,0.2514411211,0.3899371859,0.0981159508,0,0,0.0315450132,0.0036239624,0,0.1050949097,0,0,0.0086784363,0.0831887126,0,0,0.123628974,0.0090874732,0,0,0.0035656616,0.0967245549,0.2154778987,0.0968542323,0.0542268157,0.0604555011,0.0730067492,0.0375792384
0,0,1,0.269074738,0,0,0,0,0.0098973513,0,0,0,0,0.1383000314,0.1383028626,0.1548894793,0.1548874527,0,0,0,0,0.4719998837,0.2510587573,0.3652690921,0.1044012606,0,0,0.0304378569,0.0028759241,0,0.0959038734,0,0,0.0126644969,0.0726059079,0,0,0.1245327294,0.0091455877,0,0,0.0035664067,0.1025013626,0.217369318,0.098885186,0.0528723001,0.0589445233,0.07134974,0.0364258885
0,0,1,0.2651110291,0,0,0,0,0.0099018216,0,0,0,0,0.1354622394,0.1354696453,0.1538370848,0.1538286656,0,0,0,0,0.4719998837,0.2506685853,0.3414187078,0.1105666161,0,0,0.0293284655,0.0022105873,0,0.0868827105,0,0,0.016438961,0.0622153282,0,0,0.1253917813,0.0091999769,0,0,0.0035665929,0.108166039,0.2188367695,0.100822337,0.0515282154,0.0574499369,0.0696986914,0.0352904201
0,0,1,0.2610087395,0,0,0,0,0.0099018216,0,0,0,0,0.1326649785,0.1326722652,0.1529012173,0.152886942,0,0,0,0,0.4719998837,0.2502721548,0.3184475994,0.1165755093,0,0,0.0282198191,0.0016272068,0,0.0780880451,0,0,0.0199943781,0.0520929694,0,0,0.1262061298,0.0092536211,0,0,0.0035647303,0.1136880368,0.2198818475,0.1026632711,0.0502020121,0.0559702516,0.0680446625,0.0341743231
0,0,1,0.2567797899,0,0,0,0,0.0099033117,0,0,0,0,0.1299215406,0.1299183518,0.152063325,0.1520501226,0,0,0,0,0.4719998837,0.2498707175,0.2964104423,0.1223944128,0,0,0.0271163881,0.0011153519,0,0.0695794821,0,0,0.0233381987,0.0422939658,0,0,0.1269698143,0.0093013048,0,0,0.0035665929,0.1190364361,0.2205068618,0.1044058949,0.0488832593,0.0545009971,0.0663951039,0.0330731273
0,0,1,0.2524286509,0,0,0,0,0.0099003315,0,0,0,0,0.127235353,0.127238363,0.1513293833,0.1513267457,0,0,0,0,0.4719998837,0.2494653463,0.2753549409,0.1279875636,0,0,0.0260218978,0.0006765127,0,0.0613957644,0,0,0.0264555216,0.0328719616,0,0,0.1276887953,0.0093445182,0,0,0.0035660341,0.1241736114,0.2207144052,0.106048353,0.0475764275,0.0530436635,0.0647395849,0.0319898129
0,0,1,0.247952342,0,0,0,0,0.0099033117,0,0,0,0,0.1246199906,0.1246256605,0.1506922394,0.1506852508,0,0,0,0,0.4719998837,0.2490575314,0.25532151,0.1333259046,0,0,0.0249363482,0.0002987683,0,0.0535830855,0,0,0.029347837,0.0238746405,0,0,0.1283608377,0.0093869865,0,0,0.0035656616,0.1290813088,0.2206033021,0.1075889766,0.0462844968,0.0515967607,0.0630915165,0.0309288502
0,0,1,0.2433672547,0,0,0,0,0.0099018216,0,0,0,0,0.1220904142,0.1220901981,0.1501384676,0.1501300931,0,0,0,0,0.4719998837,0.2486485243,0.2363431675,0.1383841038,0,0,0.0238589942,0,0,0.0461861491,0,0,0.0320091844,0.0153556466,0,0,0.1289822161,0.0094272196,0,0,0.0035671517,0.1337278634,0.2202689052,0.1090264171,0.0449985266,0.0501722097,0.0614479184,0.0298842788
0,0,1,0.2386659384,0,0,0,0,0.0099003315,0,0,0,0,0.1196377054,0.1196426526,0.1496645063,0.1496592313,0,0,0,0,0.4719998837,0.2482394576,0.218445708,0.143134594,0,0,0.0227957964,0,0,0.0392362475,0,0,0.0344440341,0.0073522329,0,0.0002875924,0.1295611262,0.0094633549,0,0,0.0035660341,0.1380942762,0.219709754,0.1103594303,0.0437304378,0.0487521291,0.0598028302,0.028860569
0,0,1,0.2338647842,0,0,0,0,0.0099018216,0,0,0,0,0.1172774285,0.1172793955,0.1492553353,0.1492527276,0,0,0,0,0.4719998837,0.2478313446,0.2016479021,0.1475580037,0,0,0.0217482448,0,0,0.0327661633,0,0,0.0366434455,0,0.000102818,0.0005081296,0.1300886273,0.0094980001,0,0,0.0035652891,0.1421626657,0.2189247459,0.1115870774,0.0424697995,0.0473544002,0.0581681728,0.0278487802
0,0,1,0.2289578319,0,0,0,0,0.0098988414,0,0,0,0,0.1150110066,0.1150158197,0.1489110887,0.1488981992,0,0,0,0,0.4719998837,0.2474250793,0.1859620417,0.1516364515,0,0,0.0207170844,0,0,0.0268012285,0,0,0.0386163592,0,0.0069722533,0.0006861985,0.1305699348,0.0095270574,0,0,0.0035656616,0.1459088176,0.2179129869,0.1127085388,0.0412270427,0.0459671021,0.0565424562,0.0268593431
0,0,1,0.2239599824,0,0,0,0,0.0099018216,0,0,0,0,0.1128438413,0.1128412411,0.1486045271,0.1485952139,0,0,0,0,0.4719998837,0.2470220923,0.1713941797,0.1553550363,0,0,0.0197008252,0,0,0.0213608146,0,0,0.0403478742,0,0.0132381916,0.0008270144,0.1310028136,0.009554252,0,0,0.0035656616,0.1493249089,0.2166739553,0.1137232408,0.0400006771,0.0445961952,0.0549197197,0.0258862972
0,0,1,0.2188727111,0,0,0,0,0.0099018216,0,0,0,0,0.1107689366,0.1107721627,0.1483469605,0.148333773,0,0,0,0,0.4719998837,0.2466237545,0.1579448748,0.1586996019,0,0,0.0187091529,0,0,0.0164672732,0,0,0.0418514013,0,0.0188678503,0.0009387732,0.1313909888,0.0095780939,0,0,0.0035656616,0.152400136,0.2152075171,0.1146307439,0.0387847424,0.0432416797,0.0533074141,0.0249370933
0,0,1,0.2137034982,0,0,0,0,0.0099003315,0,0,0,0,0.1087975428,0.1088004634,0.1481042355,0.1481036842,0,0,0,0,0.4719998837,0.2462307811,0.1456095242,0.1616634429,0,0,0.0177331269,0,0,0.0121340156,0,0,0.0431239605,0,0.0238627195,0.0010199845,0.1317314804,0.0095997006,0,0,0.0035665929,0.155121088,0.2135139704,0.115430817,0.0375837088,0.0419035554,0.0517085195,0.0240057707
0,0,1,0.2084553093,0,0,0,0,0.0099033117,0,0,0,0,0.1068888828,0.1068888456,0.1478799433,0.1478704661,0,0,0,0,0.4719998837,0.2458434701,0.1343791351,0.1642361283,0,0,0.0167787075,0,0,0.0083714724,0,0,0.0441640615,0,0.0281944871,0.0010825694,0.1320235431,0.009618327,0,0,0.0035678968,0.1574862748,0.2115940601,0.1161233783,0.0363975763,0.0405788422,0.0501155853,0.0230938196
0,0,1,0.2031430602,0,0,0,0,0.0098988414,0,0,0,0,0.10500025,0.1050030366,0.1476515979,0.1476363093,0,0,0,0,0.4719998837,0.2454627156,0.1242407635,0.166413933,0,0,0.0158451498,0,0,0.005184114,0,0,0.0449642539,0,0.0318661332,0.0011242926,0.1322716475,0.0096336007,0,0,0.0035662204,0.1594863832,0.2094489634,0.1167084128,0.0352233648,0.0392720103,0.0485375524,0.0221952796
0,0,1,0.1977652311,0,0,0,0,0.0098988414,0,0,0,0,0.1031445637,0.1031430438,0.1474104226,0.14740628,0,0,0,0,0.4719998837,0.2450889945,0.1151783795,0.1681938767,0,0,0.0149346888,0,0,0.0025779009,0,0,0.0455379486,0,0.0348642468,0.0011518598,0.1324728131,0.0096451491,0,0,0.0035660341,0.1611240208,0.2070804238,0.1171861514,0.0340670347,0.0379785895,0.0469699502,0.0213220716
0,0,1,0.1923322678,0,0,0,0,0.0099003315,0,0,0,0,0.1013043299,0.1013038754,0.1471481323,0.147145614,0,0,0,0,0.4719998837,0.2447225451,0.1071727069,0.1695774496,0,0,0.0140450895,0,0,0.0005558133,0,0,0.0458806753,0,0.0371932983,0.001167506,0.1326262951,0.0096552074,0,0,0.0035664067,0.1623921096,0.2044907361,0.1175568402,0.0329256058,0.0367045403,0.0454217196,0.0204697251
0,0,1,0.1868531108,0,0,0,0,0.0099018216,0,0,0,0,0.0994869769,0.099496536,0.1468468606,0.1468419433,0,0,0,0,0.4719998837,0.2443637848,0.1002028334,0.1705601811,0,0,0.0131778419,0,0,0,0.000885129,0,0.0459954143,0,0.0388458371,0.0011764467,0.1327395439,0.0096622854,0,0,0.0035665929,0.1632973552,0.2016828209,0.1178209409,0.0317975879,0.0354483724,0.0438809395,0.0196292996
0,0,1,0.1813292503,0,0,0,0,0.0099003315,0,0,0,0,0.0976974368,0.0976970196,0.1465047002,0.1465044916,0,0,0,0,0.4719998837,0.2440130115,0.0942454787,0.1711480319,0,0,0.0123336911,0,0,0,0.0017419457,0,0.0459611416,0,0.0398397446,0.0011786819,0.1328036189,0.0096652657,0,0,0.0035649166,0.1638371497,0.1986601353,0.1179789677,0.0306844711,0.0342130661,0.0423640013,0.0188112259
0,0,1,0.1757755876,0,0,0,0,0.0099003315,0,0,0,0,0.0959248096,0.0959255993,0.1461090595,0.1461049765,0,0,0,0,0.4719998837,0.243670404,0.0892761454,0.171341747,0,0,0.0115126371,0,0,0,0.002028048,0,0.0458627939,0,0.0401705503,0.0011786819,0.1328259706,0.0096671283,0,0,0.0035651028,0.1640155911,0.1954268962,0.1180315167,0.0295892358,0.032992661,0.0408560038,0.0180110335
0,0,1,0.1701876521,0,0,0,0,0.0099033117,0,0,0,0,0.0941710547,0.0941715762,0.1456440687,0.1456401199,0,0,0,0,0.4719998837,0.2433242798,0.0848350946,0.1701705158,0,0,0.0106781721,0,0,0,0.0020265579,0,0.045697391,0,0.0401392579,0.0011794269,0.1327134669,0.0096607953,0,0,0.0035651028,0.1638807356,0.1919879317,0.1179319322,0.0285133719,0.0317871571,0.0393688679,0.0172361732
0,0,1,0.1645877957,0,0,0,0,0.0099003315,0,0,0,0,0.0924242511,0.0924303606,0.1451110393,0.1450972259,0,0,0,0,0.4719998837,0.2429631352,0.0804817705,0.1666307449,0,0,0.0098004937,0,0,0,0.0020220876,0,0.0454619527,0,0.0400364399,0.0011794269,0.1323759556,0.0096332282,0,0,0.0035662204,0.1634802669,0.1883488595,0.1176319867,0.0274538994,0.0306040049,0.0379025936,0.0164747238
0,0,1,0.1589745283,0,0,0,0,0.0099033117,0,0,0,0,0.0906874835,0.0906847715,0.1445004791,0.1444942504,0,0,0,0,0.4719998837,0.2425869107,0.0762196918,0.160715729,0,0,0.0088833272,0,0,0,0.0020161271,0,0.0451564789,0,0.0398680568,0.0011786819,0.1318126917,0.0095941126,0,0,0.0035665929,0.1628082246,0.1845160127,0.117130138,0.0264063478,0.0294402242,0.0364512205,0.0157356262
0,0,1,0.1533553004,0,0,0,0,0.0099003315,0,0,0,0,0.0889547765,0.0889519453,0.1437918246,0.1437893063,0,0,0,0,0.4719998837,0.2421957254,0.0720524103,0.1524947584,0,0,0.0079341233,0,0,0,0.0020056963,0,0.04478544,0,0.0396296382,0.001180172,0.1310199499,0.0095371157,0,0,0.0035641715,0.1618649811,0.1804964691,0.1164252982,0.0253781676,0.0282943249,0.0350251794,0.0150173903
0,0,1,0.1477405429,0,0,0,0,0.0098988414,0,0,0,0,0.0872234702,0.0872276053,0.1430041343,0.1429941058,0,0,0,0,0.4719998837,0.2417899966,0.0679835312,0.142107904,0,0,0.0069648027,0,0,0,0.0019937754,0,0.0443518162,0,0.0393211842,0.0011779368,0.1299984753,0.0094618648,0,0,0.0035656616,0.1606509089,0.1762980819,0.115516901,0.0243648887,0.0271677971,0.0336199999,0.0143110752
0,0,1,0.1421391964,0,0,0,0,0.0099018216,0,0,0,0,0.0854915902,0.085493207,0.1421046108,0.1420987695,0,0,0,0,0.4719998837,0.2413697243,0.0640166729,0.1297980547,0,0,0.0059843063,0,0,0,0.0019773841,0,0.0438436866,0,0.0389456749,0.001180172,0.1287460327,0.0093709677,0,0,0.0035667792,0.1591622829,0.1719295084,0.1144049466,0.0233739614,0.0260621309,0.0322341919,0.0136315823
0,0,1,0.1365572214,0,0,0,0,0.0099033117,0,0,0,0,0.083753027,0.083751291,0.1411051005,0.1411029845,0,0,0,0,0.4719998837,0.2409356236,0.0601554671,0.115916878,0,0,0.0050112605,0,0,0,0.0019580126,0,0.0432729721,0,0.0385016203,0.0011794269,0.1272656024,0.0092636794,0,0,0.0035675243,0.1573976129,0.1674001515,0.1130900681,0.0223979354,0.024972856,0.0308692455,0.0129640102
0,0,1,0.1309975982,0,0,0,0,0.0099003315,0,0,0,0,0.0820040628,0.0820036978,0.1399922669,0.1399885863,0,0,0,0,0.4719998837,0.2404878736,0.0564034724,0.1009225845,0,0,0.0040650368,0,0,0,0.0019386411,0,0.0426352024,0,0.0379920006,0.0011786819,0.1255586743,0.0091392547,0,0,0.0035677105,0.1553673297,0.1627201736,0.1115736291,0.0214412808,0.0238999724,0.0295355916,0.01231879
0,0,1,0.1254767179,0,0,0,0,0.0099018216,0,0,0,0,0.0802455842,0.0802434906,0.1387636811,0.1387611926,0,0,0,0,0.4719998837,0.24002707,0.0527642273,0.0853464007,0,0,0.0031650066,0,0,0,0.0019147992,0,0.0419288874,0,0.0374168158,0.0011786819,0.123628974,0.0089995563,0,0,0.0035654753,0.1530706882,0.1579005122,0.1098577827,0.0205039978,0.022855401,0.028218329,0.0116944313
0,0,1,0.1199960709,0,0,0,0,0.0098973513,0,0,0,0,0.0784657076,0.0784692019,0.1374174058,0.1374150664,0,0,0,0,0.4719998837,0.23955369,0.0492411509,0.0697679818,0,0,0.0023260713,0,0,0,0.001886487,0,0.0411659479,0,0.0367745757,0.0011779368,0.1214757562,0.0088401139,0,0,0.0035652891,0.1505117863,0.152952835,0.1079455242,0.019583106,0.0218331814,0.0269293785,0.0110805035
0,0,1,0.1145631075,0,0,0,0,0.0099003315,0,0,0,0,0.0766778216,0.0766728222,0.1359519362,0.1359424591,0,0,0,0,0.4719998837,0.2390685678,0.0458375354,0.0547729433,0,0,0.0015676022,0,0,0,0.0018581748,0,0.0403404236,0,0.0360637903,0.0011786819,0.1191079617,0.0086691231,0,0,0.0035665929,0.1476928592,0.1478893757,0.1058407575,0.0186786056,0.0208258629,0.0256627798,0.0104948878
0,0,1,0.1091837883,0,0,0,0,0.0099003315,0,0,0,0,0.0748577416,0.0748580545,0.1343643516,0.1343592554,0,0,0,0,0.4719998837,0.2385723591,0.0425565039,0.0408947468,0,0,0.0009007752,0,0,0,0.0018268824,0,0.0394508243,0,0.0352919102,0.0011786819,0.1165285707,0.0084813684,0,0,0.0035652891,0.1446224749,0.1427231878,0.103548415,0.017799437,0.0198408961,0.0244274735,0.0099226832
0,0,1,0.1038715243,0,0,0,0,0.0098988414,0,0,0,0,0.0730196312,0.0730171278,0.1326431036,0.1326396465,0,0,0,0,0.4719998837,0.2380660772,0.0394009663,0.0285834074,0,0,0.000333786,0,0,0,0.0017955899,0,0.038510561,0,0.0344604254,0.0011786819,0.1137450337,0.0082790852,0,0,0.0035664067,0.1413099468,0.1374677271,0.1010744348,0.0169336796,0.018876791,0.0232085586,0.00936836
0,0,1,0.0986218452,0,0,0,0,0.0099018216,0,0,0,0,0.0711579323,0.0711625591,0.1308074594,0.1307970732,0,0,0,0,0.4719998837,0.2375506163,0.0363735667,0.0181958079,0,0.0001259148,0,0,0,0,0.001758337,0,0.0375121832,0,0.0335648656,0.0011779368,0.1107633114,0.0080622733,0,0,0.0035654753,0.1377619803,0.1321370751,0.0984259099,0.0160828233,0.0179365277,0.0220268965,0.0088348985
0,0,1,0.0934541225,0,0,0,0,0.0099003315,0,0,0,0,0.0692805797,0.069274947,0.1288334131,0.1288290918,0,0,0,0,0.4719998837,0.2370270491,0.0334766497,0.009971112,0,0.0004760921,0,0,0,0,0.0017210841,0,0.0364631414,0,0.0326186419,0.0011794269,0.1075953245,0.0078313053,0,0,0.0035660341,0.1339912415,0.1267457157,0.0956109986,0.0152632594,0.0170111656,0.0208720565,0.0083193183
0,0,1,0.088365376,0,0,0,0,0.0099003315,0,0,0,0,0.0673727393,0.0673682764,0.1267377436,0.1267398447,0,0,0,0,0.4719998837,0.2364965677,0.0307121908,0.0040583313,0,0.0007227063,0,0,0,0,0.001680851,0,0.0353679061,0,0.0316187739,0.0011786819,0.1042515039,0.0075876713,0,0,0.0035654753,0.130013749,0.121308513,0.0926390663,0.0144571066,0.0161185861,0.0197425485,0.0078201294
0,0,1,0.0833719969,0,0,0,0,0.0099003315,0,0,0,0,0.0654425696,0.0654395819,0.1245164126,0.1245134398,0,0,0,0,0.4719998837,0.2359605432,0.0280817929,0.0005170703,0,0.0008665025,0,0,0,0,0.0016391277,0,0.0342264771,0,0.0305682421,0.0011786819,0.1007422805,0.007333234,0,0,0.0035660341,0.1258384436,0.1158405691,0.0895206258,0.0136688352,0.0152423978,0.0186353922,0.0073418021
0,0,1,0.0784650445,0,0,0,0,0.0099003315,0,0,0,0,0.0634898171,0.0634838268,0.1221743524,0.1221688837,0,0,0,0,0.4719998837,0.2354200482,0.0255865902,0,0.0006526709,0.0009119511,0,0,0,0,0.0015944242,0,0.0330507755,0,0.0294715166,0.0011786819,0.0970803201,0.0070665032,0,0,0.0035654753,0.1214809716,0.11035721,0.0862673447,0.0129029155,0.014385581,0.017568469,0.0068739057
0,0,1,0.07365942,0,0,0,0,0.0098973513,0,0,0,0,0.0614632033,0.0614674315,0.119611688,0.1196033582,0,0,0,0,0.4719998837,0.2348768115,0.0232272396,0,0.0006526709,0.000911206,0,0,0,0,0.0015452504,0,0.0318348408,0,0.028334558,0.0011779368,0.0932835042,0.0067900866,0,0,0.0035664067,0.1169614494,0.1048738584,0.0828919858,0.0121578574,0.0135540962,0.0165238976,0.0064298511
0,0,1,0.068962574,0,0,0,0,0.0099018216,0,0,0,0,0.0593388565,0.0593355261,0.1167356893,0.1167356819,0,0,0,0,0.4719998837,0.2343322039,0.0210038973,0,0.0006526709,0.0009134412,0,0,0,0,0.001502037,0,0.030593574,0,0.027166307,0.0011786819,0.0893607736,0.0065043569,0,0,0.0035665929,0.1122970134,0.0994059294,0.0794084072,0.0114306808,0.0127419829,0.0155121088,0.0059977174
0,0,1,0.0643715262,0,0,0,0,0.0099003315,0,0,0,0,0.0571010448,0.0570976175,0.1135541722,0.1135519817,0,0,0,0,0.4719998837,0.2337876558,0.0189161476,0,0.0006519258,0.0009141862,0,0,0,0,0.0014513731,0,0.0293239951,0,0.0259593129,0.0011786819,0.085336715,0.0062111765,0,0,0.0035656616,0.1075066626,0.0939687043,0.0758314133,0.0107273459,0.0119626522,0.0145316124,0.0055834651
0,0,1,0.0598996878,0,0,0,0,0.0099018216,0,0,0,0,0.05476363,0.0547599308,0.110063985,0.1100645438,0,0,0,0,0.4719998837,0.2332450747,0.0169630194,0,0.0006526709,0.0009126961,0,0,0,0,0.0014021993,0,0.0280380249,0,0.024728477,0.0011786819,0.0812239945,0.0059116632,0,0,0.0035658479,0.1026138663,0.0885773599,0.0721767098,0.0100433826,0.0111952424,0.0135779381,0.0051856041
0,0,1,0.0555470586,0,0,0,0,0.0099003315,0,0,0,0,0.0523194969,0.0523159578,0.1062800214,0.1062758639,0,0,0,0,0.4719998837,0.2327060103,0.0151429479,0,0.0006526709,0.0009126961,0,0,0,0,0.0013515353,0,0.0267326832,0,0.0234737992,0.0011794269,0.0770419836,0.0056065619,0,0,0.0035660341,0.097636506,0.0832467005,0.0684607327,0.0093817711,0.0104621053,0.0126585364,0.0048086047
0,0,1,0.0513166189,0,0,0,0,0.0099003315,0,0,0,0,0.0497855544,0.0497848876,0.1022049487,0.102197364,0,0,0,0,0.4719998837,0.2321721911,0.0134538171,0,0.000654161,0.0009119511,0,0,0,0,0.0013008714,0,0.025421381,0,0.0222086906,0.001180172,0.0728100538,0.005299598,0,0,0.0035667792,0.0926025212,0.0779912323,0.0647005588,0.008739531,0.0097498298,0.0117689371,0.0044450164
0,0,1,0.0472202897,0,0,0,0,0.0099018216,0,0,0,0,0.0471652187,0.0471658111,0.0978534147,0.0978426188,0,0,0,0,0.4719998837,0.2316451073,0.0118928999,0,0.0006526709,0.0009104609,0,0,0,0,0.0012502074,0,0.0241070986,0,0.0209316611,0.001180172,0.0685505569,0.0049896538,0,0,0.0035660341,0.0875294209,0.072825022,0.0609136708,0.0081166625,0.0090554357,0.0109136105,0.0040978193
0,0,1,0.0432536006,0,0,0,0,0.0099003315,0,0,0,0,0.0444751568,0.0444799885,0.0932406858,0.0932326168,0,0,0,0,0.4719998837,0.2311266065,0.0104569188,0,0.0006519258,0.000911206,0,0,0,0,0.0012010336,0,0.0227957964,0,0.0196546316,0.0011771917,0.0642776489,0.004677102,0,0,0.0035664067,0.0824481249,0.0677615851,0.0571178496,0.0075176358,0.0083908439,0.0100880861,0.0037670135
